CODICE;Geo Point;Geo Shape
14619;44.498097593690076, 11.289287204463585;"{""coordinates"": [11.289287204463585, 44.498097593690076], ""type"": ""Point""}"
17600;44.50800856472838, 11.34622209063121;"{""coordinates"": [11.34622209063121, 44.50800856472838], ""type"": ""Point""}"
17556;44.463399326709975, 11.389177689754051;"{""coordinates"": [11.389177689754051, 44.463399326709975], ""type"": ""Point""}"
17588;44.51341461718784, 11.339204105944832;"{""coordinates"": [11.339204105944832, 44.51341461718784], ""type"": ""Point""}"
17554;44.51480636029126, 11.317834269015396;"{""coordinates"": [11.317834269015396, 44.51480636029126], ""type"": ""Point""}"
17582;44.51274447451484, 11.34150245005005;"{""coordinates"": [11.34150245005005, 44.51274447451484], ""type"": ""Point""}"
17631;44.512894650140666, 11.433028995707495;"{""coordinates"": [11.433028995707495, 44.512894650140666], ""type"": ""Point""}"
17632;44.51230504648254, 11.433113027885337;"{""coordinates"": [11.433113027885337, 44.51230504648254], ""type"": ""Point""}"
16855;44.492309771859695, 11.418507902627972;"{""coordinates"": [11.418507902627972, 44.492309771859695], ""type"": ""Point""}"
17329;44.488415892677665, 11.4239949748958;"{""coordinates"": [11.4239949748958, 44.488415892677665], ""type"": ""Point""}"
7058;44.49010497355419, 11.424567725414494;"{""coordinates"": [11.424567725414494, 44.49010497355419], ""type"": ""Point""}"
14371;44.51982356400071, 11.26585462348505;"{""coordinates"": [11.26585462348505, 44.51982356400071], ""type"": ""Point""}"
8582;44.53452136691226, 11.270422916895702;"{""coordinates"": [11.270422916895702, 44.53452136691226], ""type"": ""Point""}"
8584;44.53249412204554, 11.26910074896541;"{""coordinates"": [11.26910074896541, 44.53249412204554], ""type"": ""Point""}"
8596;44.50053556021201, 11.27769532048953;"{""coordinates"": [11.27769532048953, 44.50053556021201], ""type"": ""Point""}"
8604;44.50290292200506, 11.278275611339911;"{""coordinates"": [11.278275611339911, 44.50290292200506], ""type"": ""Point""}"
8611;44.50194598437339, 11.278533130008254;"{""coordinates"": [11.278533130008254, 44.50194598437339], ""type"": ""Point""}"
8598;44.50241731873366, 11.278819311364195;"{""coordinates"": [11.278819311364195, 44.50241731873366], ""type"": ""Point""}"
8606;44.50164517759166, 11.276707671931042;"{""coordinates"": [11.276707671931042, 44.50164517759166], ""type"": ""Point""}"
8603;44.503408262522335, 11.27905998676789;"{""coordinates"": [11.27905998676789, 44.503408262522335], ""type"": ""Point""}"
8632;44.50103333996853, 11.287994225279723;"{""coordinates"": [11.287994225279723, 44.50103333996853], ""type"": ""Point""}"
13825;44.524743882420736, 11.343875855421746;"{""coordinates"": [11.343875855421746, 44.524743882420736], ""type"": ""Point""}"
13827;44.510200666701785, 11.352944869327038;"{""coordinates"": [11.352944869327038, 44.510200666701785], ""type"": ""Point""}"
13831;44.50995027682545, 11.3548314133849;"{""coordinates"": [11.3548314133849, 44.50995027682545], ""type"": ""Point""}"
13833;44.512789145868865, 11.352101787919098;"{""coordinates"": [11.352101787919098, 44.512789145868865], ""type"": ""Point""}"
13835;44.51351149857866, 11.352437487430038;"{""coordinates"": [11.352437487430038, 44.51351149857866], ""type"": ""Point""}"
13836;44.51316692700703, 11.353760703548419;"{""coordinates"": [11.353760703548419, 44.51316692700703], ""type"": ""Point""}"
13838;44.51852000217569, 11.360986580538185;"{""coordinates"": [11.360986580538185, 44.51852000217569], ""type"": ""Point""}"
13848;44.50086685143839, 11.277898998186235;"{""coordinates"": [11.277898998186235, 44.50086685143839], ""type"": ""Point""}"
17331;44.55218242075687, 11.34772877530321;"{""coordinates"": [11.34772877530321, 44.55218242075687], ""type"": ""Point""}"
17336;44.514290503728006, 11.308501888647472;"{""coordinates"": [11.308501888647472, 44.514290503728006], ""type"": ""Point""}"
17341;44.51455559524424, 11.30344129368861;"{""coordinates"": [11.30344129368861, 44.51455559524424], ""type"": ""Point""}"
17349;44.518819126850396, 11.381129186843665;"{""coordinates"": [11.381129186843665, 44.518819126850396], ""type"": ""Point""}"
17495;44.48315074311421, 11.384010344381453;"{""coordinates"": [11.384010344381453, 44.48315074311421], ""type"": ""Point""}"
17496;44.48302667533765, 11.383601803684819;"{""coordinates"": [11.383601803684819, 44.48302667533765], ""type"": ""Point""}"
17497;44.48291948620384, 11.38412362873905;"{""coordinates"": [11.38412362873905, 44.48291948620384], ""type"": ""Point""}"
17500;44.52144536221391, 11.265657050319732;"{""coordinates"": [11.265657050319732, 44.52144536221391], ""type"": ""Point""}"
14394;44.51911002109346, 11.272702543378452;"{""coordinates"": [11.272702543378452, 44.51911002109346], ""type"": ""Point""}"
8784;44.50254277307263, 11.314855490495594;"{""coordinates"": [11.314855490495594, 44.50254277307263], ""type"": ""Point""}"
4682;44.499094179660666, 11.31922442511597;"{""coordinates"": [11.31922442511597, 44.499094179660666], ""type"": ""Point""}"
8817;44.50062321960298, 11.32025903288214;"{""coordinates"": [11.32025903288214, 44.50062321960298], ""type"": ""Point""}"
201;44.49814741512118, 11.338974991024951;"{""coordinates"": [11.338974991024951, 44.49814741512118], ""type"": ""Point""}"
194;44.49957840306421, 11.339611505034993;"{""coordinates"": [11.339611505034993, 44.49957840306421], ""type"": ""Point""}"
13089;44.533114353367914, 11.348789566439716;"{""coordinates"": [11.348789566439716, 44.533114353367914], ""type"": ""Point""}"
16151;44.501530959651355, 11.393733124392304;"{""coordinates"": [11.393733124392304, 44.501530959651355], ""type"": ""Point""}"
16095;44.498971238350975, 11.392146844100434;"{""coordinates"": [11.392146844100434, 44.498971238350975], ""type"": ""Point""}"
15614;44.52643098060567, 11.362851786668049;"{""coordinates"": [11.362851786668049, 44.52643098060567], ""type"": ""Point""}"
4211;44.44841123244021, 11.315546592392828;"{""coordinates"": [11.315546592392828, 44.44841123244021], ""type"": ""Point""}"
4317;44.49994239158145, 11.267803122817018;"{""coordinates"": [11.267803122817018, 44.49994239158145], ""type"": ""Point""}"
16865;44.500307035619926, 11.267013841063564;"{""coordinates"": [11.267013841063564, 44.500307035619926], ""type"": ""Point""}"
4253;44.50732913963893, 11.237002525683932;"{""coordinates"": [11.237002525683932, 44.50732913963893], ""type"": ""Point""}"
4173;44.442068104634195, 11.308119583052829;"{""coordinates"": [11.308119583052829, 44.442068104634195], ""type"": ""Point""}"
4358;44.46942306662659, 11.318430603920396;"{""coordinates"": [11.318430603920396, 44.46942306662659], ""type"": ""Point""}"
6958;44.49266354024637, 11.378815287705793;"{""coordinates"": [11.378815287705793, 44.49266354024637], ""type"": ""Point""}"
6970;44.49260077668121, 11.378937425019156;"{""coordinates"": [11.378937425019156, 44.49260077668121], ""type"": ""Point""}"
6967;44.493601185019884, 11.380289751312853;"{""coordinates"": [11.380289751312853, 44.493601185019884], ""type"": ""Point""}"
6977;44.4933555255598, 11.384103540329079;"{""coordinates"": [11.384103540329079, 44.4933555255598], ""type"": ""Point""}"
6987;44.49442865252411, 11.38608632085809;"{""coordinates"": [11.38608632085809, 44.49442865252411], ""type"": ""Point""}"
6983;44.493314237440636, 11.389234035840342;"{""coordinates"": [11.389234035840342, 44.493314237440636], ""type"": ""Point""}"
6990;44.49362675335453, 11.390508982340785;"{""coordinates"": [11.390508982340785, 44.49362675335453], ""type"": ""Point""}"
13403;44.51465824366827, 11.375513044672225;"{""coordinates"": [11.375513044672225, 44.51465824366827], ""type"": ""Point""}"
13404;44.498603967945876, 11.407117311294261;"{""coordinates"": [11.407117311294261, 44.498603967945876], ""type"": ""Point""}"
13408;44.521467876544065, 11.366331281104664;"{""coordinates"": [11.366331281104664, 44.521467876544065], ""type"": ""Point""}"
13414;44.52384957717775, 11.361398108978506;"{""coordinates"": [11.361398108978506, 44.52384957717775], ""type"": ""Point""}"
13415;44.52406023338692, 11.361722896219188;"{""coordinates"": [11.361722896219188, 44.52406023338692], ""type"": ""Point""}"
13426;44.50899775465161, 11.382526206383343;"{""coordinates"": [11.382526206383343, 44.50899775465161], ""type"": ""Point""}"
13427;44.51026726406673, 11.379172219283799;"{""coordinates"": [11.379172219283799, 44.51026726406673], ""type"": ""Point""}"
13437;44.52866833671624, 11.350313276820124;"{""coordinates"": [11.350313276820124, 44.52866833671624], ""type"": ""Point""}"
13440;44.527827942818256, 11.351863118303424;"{""coordinates"": [11.351863118303424, 44.527827942818256], ""type"": ""Point""}"
13295;44.53043057480912, 11.341511286665558;"{""coordinates"": [11.341511286665558, 44.53043057480912], ""type"": ""Point""}"
13443;44.52894770438641, 11.333474605563456;"{""coordinates"": [11.333474605563456, 44.52894770438641], ""type"": ""Point""}"
13446;44.531048194834504, 11.339933790257819;"{""coordinates"": [11.339933790257819, 44.531048194834504], ""type"": ""Point""}"
13447;44.5313846098134, 11.338112711261445;"{""coordinates"": [11.338112711261445, 44.5313846098134], ""type"": ""Point""}"
10708;44.53310697626165, 11.339203285989495;"{""coordinates"": [11.339203285989495, 44.53310697626165], ""type"": ""Point""}"
13452;44.52529337166867, 11.2987007104919;"{""coordinates"": [11.2987007104919, 44.52529337166867], ""type"": ""Point""}"
13454;44.524114245306, 11.295069833307215;"{""coordinates"": [11.295069833307215, 44.524114245306], ""type"": ""Point""}"
13118;44.5017272329327, 11.290573210691896;"{""coordinates"": [11.290573210691896, 44.5017272329327], ""type"": ""Point""}"
13080;44.5324988251236, 11.347185397878762;"{""coordinates"": [11.347185397878762, 44.5324988251236], ""type"": ""Point""}"
10807;44.53034748040234, 11.355095779300797;"{""coordinates"": [11.355095779300797, 44.53034748040234], ""type"": ""Point""}"
15457;44.534543655982255, 11.356149964935229;"{""coordinates"": [11.356149964935229, 44.534543655982255], ""type"": ""Point""}"
10797;44.52187275790444, 11.373753147656945;"{""coordinates"": [11.373753147656945, 44.52187275790444], ""type"": ""Point""}"
10758;44.533518681157865, 11.38893164441511;"{""coordinates"": [11.38893164441511, 44.533518681157865], ""type"": ""Point""}"
13640;44.53179118454143, 11.315713401049022;"{""coordinates"": [11.315713401049022, 44.53179118454143], ""type"": ""Point""}"
13642;44.547051059855214, 11.348942763650326;"{""coordinates"": [11.348942763650326, 44.547051059855214], ""type"": ""Point""}"
13644;44.5485841784203, 11.34965272764633;"{""coordinates"": [11.34965272764633, 44.5485841784203], ""type"": ""Point""}"
15120;44.53255233013744, 11.232029858149447;"{""coordinates"": [11.232029858149447, 44.53255233013744], ""type"": ""Point""}"
15114;44.53245726904566, 11.232328825558579;"{""coordinates"": [11.232328825558579, 44.53245726904566], ""type"": ""Point""}"
15126;44.532901199398566, 11.231425550430261;"{""coordinates"": [11.231425550430261, 44.532901199398566], ""type"": ""Point""}"
15128;44.53375442455646, 11.231907709944025;"{""coordinates"": [11.231907709944025, 44.53375442455646], ""type"": ""Point""}"
15455;44.53382549348859, 11.35544520795161;"{""coordinates"": [11.35544520795161, 44.53382549348859], ""type"": ""Point""}"
13674;44.54101213540948, 11.358238963152504;"{""coordinates"": [11.358238963152504, 44.54101213540948], ""type"": ""Point""}"
13673;44.54147894937996, 11.358536270645285;"{""coordinates"": [11.358536270645285, 44.54147894937996], ""type"": ""Point""}"
13671;44.54137552047163, 11.359023730149795;"{""coordinates"": [11.359023730149795, 44.54137552047163], ""type"": ""Point""}"
13677;44.528195952658194, 11.365467370265819;"{""coordinates"": [11.365467370265819, 44.528195952658194], ""type"": ""Point""}"
13675;44.52871702983197, 11.363740659764899;"{""coordinates"": [11.363740659764899, 44.52871702983197], ""type"": ""Point""}"
13682;44.51789787593373, 11.272223841264232;"{""coordinates"": [11.272223841264232, 44.51789787593373], ""type"": ""Point""}"
13683;44.51802332878951, 11.27187273041246;"{""coordinates"": [11.27187273041246, 44.51802332878951], ""type"": ""Point""}"
17542;44.515949599870936, 11.424840473702472;"{""coordinates"": [11.424840473702472, 44.515949599870936], ""type"": ""Point""}"
17546;44.483832738704805, 11.35520585049994;"{""coordinates"": [11.35520585049994, 44.483832738704805], ""type"": ""Point""}"
8653;44.50330434304635, 11.299374676394118;"{""coordinates"": [11.299374676394118, 44.50330434304635], ""type"": ""Point""}"
8651;44.503385799081194, 11.30032822425606;"{""coordinates"": [11.30032822425606, 44.503385799081194], ""type"": ""Point""}"
8661;44.50481423281163, 11.295435275248458;"{""coordinates"": [11.295435275248458, 44.50481423281163], ""type"": ""Point""}"
8675;44.504806238426475, 11.300816292749026;"{""coordinates"": [11.300816292749026, 44.504806238426475], ""type"": ""Point""}"
8676;44.50677671599539, 11.29687586672365;"{""coordinates"": [11.29687586672365, 44.50677671599539], ""type"": ""Point""}"
8659;44.507307999939314, 11.300380745174133;"{""coordinates"": [11.300380745174133, 44.507307999939314], ""type"": ""Point""}"
8622;44.50464236108691, 11.291587265246683;"{""coordinates"": [11.291587265246683, 44.50464236108691], ""type"": ""Point""}"
8687;44.50979028179319, 11.28247532608411;"{""coordinates"": [11.28247532608411, 44.50979028179319], ""type"": ""Point""}"
15076;44.50865834031328, 11.28305668777594;"{""coordinates"": [11.28305668777594, 44.50865834031328], ""type"": ""Point""}"
8618;44.508259522471384, 11.28280298670956;"{""coordinates"": [11.28280298670956, 44.508259522471384], ""type"": ""Point""}"
8692;44.50990593329539, 11.285328841316016;"{""coordinates"": [11.285328841316016, 44.50990593329539], ""type"": ""Point""}"
8691;44.51087837323709, 11.286272086318546;"{""coordinates"": [11.286272086318546, 44.51087837323709], ""type"": ""Point""}"
14471;44.509514426612995, 11.28634551542254;"{""coordinates"": [11.28634551542254, 44.509514426612995], ""type"": ""Point""}"
8837;44.500802563773284, 11.32722037235215;"{""coordinates"": [11.32722037235215, 44.500802563773284], ""type"": ""Point""}"
10754;44.52901407632108, 11.384038215542208;"{""coordinates"": [11.384038215542208, 44.52901407632108], ""type"": ""Point""}"
10842;44.498580205744645, 11.3968714170446;"{""coordinates"": [11.3968714170446, 44.498580205744645], ""type"": ""Point""}"
10859;44.5021644651969, 11.403777815814403;"{""coordinates"": [11.403777815814403, 44.5021644651969], ""type"": ""Point""}"
10858;44.50491577754998, 11.40265650959185;"{""coordinates"": [11.40265650959185, 44.50491577754998], ""type"": ""Point""}"
10876;44.509131851081655, 11.379580848027715;"{""coordinates"": [11.379580848027715, 44.509131851081655], ""type"": ""Point""}"
10863;44.50959853365407, 11.384053374898107;"{""coordinates"": [11.384053374898107, 44.50959853365407], ""type"": ""Point""}"
10873;44.512590263382926, 11.38627829016036;"{""coordinates"": [11.38627829016036, 44.512590263382926], ""type"": ""Point""}"
10836;44.50826885102269, 11.39415281534902;"{""coordinates"": [11.39415281534902, 44.50826885102269], ""type"": ""Point""}"
15466;44.50829484638141, 11.396461153526817;"{""coordinates"": [11.396461153526817, 44.50829484638141], ""type"": ""Point""}"
10900;44.5100394544912, 11.398128132584713;"{""coordinates"": [11.398128132584713, 44.5100394544912], ""type"": ""Point""}"
15465;44.50948713756771, 11.39970417827288;"{""coordinates"": [11.39970417827288, 44.50948713756771], ""type"": ""Point""}"
13844;44.51182378653067, 11.402597759282687;"{""coordinates"": [11.402597759282687, 44.51182378653067], ""type"": ""Point""}"
10895;44.51064618193429, 11.39982616888177;"{""coordinates"": [11.39982616888177, 44.51064618193429], ""type"": ""Point""}"
10844;44.5058905778881, 11.408520815065442;"{""coordinates"": [11.408520815065442, 44.5058905778881], ""type"": ""Point""}"
13711;44.51348022515913, 11.285170437010278;"{""coordinates"": [11.285170437010278, 44.51348022515913], ""type"": ""Point""}"
8690;44.5117633517108, 11.288618708357275;"{""coordinates"": [11.288618708357275, 44.5117633517108], ""type"": ""Point""}"
13714;44.51121640171611, 11.289872497692087;"{""coordinates"": [11.289872497692087, 44.51121640171611], ""type"": ""Point""}"
13716;44.510172604690815, 11.295126108334955;"{""coordinates"": [11.295126108334955, 44.510172604690815], ""type"": ""Point""}"
13717;44.50990391691842, 11.295062378852045;"{""coordinates"": [11.295062378852045, 44.50990391691842], ""type"": ""Point""}"
13728;44.51430996245679, 11.29359002733028;"{""coordinates"": [11.29359002733028, 44.51430996245679], ""type"": ""Point""}"
13729;44.517929020555954, 11.29361639614855;"{""coordinates"": [11.29361639614855, 44.517929020555954], ""type"": ""Point""}"
13732;44.52145550258182, 11.293616820388959;"{""coordinates"": [11.293616820388959, 44.52145550258182], ""type"": ""Point""}"
13734;44.521076039863146, 11.296363398247475;"{""coordinates"": [11.296363398247475, 44.521076039863146], ""type"": ""Point""}"
13737;44.52231640642751, 11.294509257011976;"{""coordinates"": [11.294509257011976, 44.52231640642751], ""type"": ""Point""}"
13746;44.52232647370354, 11.293324164571166;"{""coordinates"": [11.293324164571166, 44.52232647370354], ""type"": ""Point""}"
13750;44.51207083044803, 11.298974242884475;"{""coordinates"": [11.298974242884475, 44.51207083044803], ""type"": ""Point""}"
13748;44.51268574062161, 11.296713047953922;"{""coordinates"": [11.296713047953922, 44.51268574062161], ""type"": ""Point""}"
13749;44.511299352272985, 11.301519223135296;"{""coordinates"": [11.301519223135296, 44.511299352272985], ""type"": ""Point""}"
13762;44.52327809524226, 11.320365565694194;"{""coordinates"": [11.320365565694194, 44.52327809524226], ""type"": ""Point""}"
13754;44.52299878215343, 11.320931512454884;"{""coordinates"": [11.320931512454884, 44.52299878215343], ""type"": ""Point""}"
13759;44.52376180432588, 11.321339617781836;"{""coordinates"": [11.321339617781836, 44.52376180432588], ""type"": ""Point""}"
13761;44.525206616724276, 11.322261020613977;"{""coordinates"": [11.322261020613977, 44.525206616724276], ""type"": ""Point""}"
14332;44.51793373520107, 11.326281012665405;"{""coordinates"": [11.326281012665405, 44.51793373520107], ""type"": ""Point""}"
9026;44.54387833488014, 11.277522074408548;"{""coordinates"": [11.277522074408548, 44.54387833488014], ""type"": ""Point""}"
16792;44.49911301143712, 11.327573290946459;"{""coordinates"": [11.327573290946459, 44.49911301143712], ""type"": ""Point""}"
15234;44.49947059962348, 11.32694684333717;"{""coordinates"": [11.32694684333717, 44.49947059962348], ""type"": ""Point""}"
8939;44.52145780068679, 11.32945964164594;"{""coordinates"": [11.32945964164594, 44.52145780068679], ""type"": ""Point""}"
10644;44.51964778396384, 11.331060053424412;"{""coordinates"": [11.331060053424412, 44.51964778396384], ""type"": ""Point""}"
10648;44.51838726560537, 11.33927150615477;"{""coordinates"": [11.33927150615477, 44.51838726560537], ""type"": ""Point""}"
10653;44.51769549086485, 11.34069094917632;"{""coordinates"": [11.34069094917632, 44.51769549086485], ""type"": ""Point""}"
10649;44.517804917231146, 11.33782353992811;"{""coordinates"": [11.33782353992811, 44.517804917231146], ""type"": ""Point""}"
10661;44.52501508902116, 11.336301957298723;"{""coordinates"": [11.336301957298723, 44.52501508902116], ""type"": ""Point""}"
10676;44.51846875800857, 11.341355478026335;"{""coordinates"": [11.341355478026335, 44.51846875800857], ""type"": ""Point""}"
10675;44.51777723967242, 11.34186482126013;"{""coordinates"": [11.34186482126013, 44.51777723967242], ""type"": ""Point""}"
10677;44.51749237022024, 11.34561076636809;"{""coordinates"": [11.34561076636809, 44.51749237022024], ""type"": ""Point""}"
10658;44.520557985855355, 11.34012063829359;"{""coordinates"": [11.34012063829359, 44.520557985855355], ""type"": ""Point""}"
10668;44.52019525324902, 11.343614626434716;"{""coordinates"": [11.343614626434716, 44.52019525324902], ""type"": ""Point""}"
10674;44.518802786937194, 11.342568420761124;"{""coordinates"": [11.342568420761124, 44.518802786937194], ""type"": ""Point""}"
10686;44.518614817596095, 11.350241945857482;"{""coordinates"": [11.350241945857482, 44.518614817596095], ""type"": ""Point""}"
10682;44.518285085923125, 11.35136213472219;"{""coordinates"": [11.35136213472219, 44.518285085923125], ""type"": ""Point""}"
10680;44.518026301459884, 11.352237238528188;"{""coordinates"": [11.352237238528188, 44.518026301459884], ""type"": ""Point""}"
10684;44.51934021188848, 11.350301183039184;"{""coordinates"": [11.350301183039184, 44.51934021188848], ""type"": ""Point""}"
10153;44.520759925427, 11.351262371290183;"{""coordinates"": [11.351262371290183, 44.520759925427], ""type"": ""Point""}"
10663;44.52123575625308, 11.351643844581444;"{""coordinates"": [11.351643844581444, 44.52123575625308], ""type"": ""Point""}"
10691;44.5237407847097, 11.34792786787747;"{""coordinates"": [11.34792786787747, 44.5237407847097], ""type"": ""Point""}"
10697;44.523517948569015, 11.348749949438115;"{""coordinates"": [11.348749949438115, 44.523517948569015], ""type"": ""Point""}"
13401;44.51657542748212, 11.37609481332244;"{""coordinates"": [11.37609481332244, 44.51657542748212], ""type"": ""Point""}"
13402;44.51437649978332, 11.379294421280179;"{""coordinates"": [11.379294421280179, 44.51437649978332], ""type"": ""Point""}"
8576;44.52274781931025, 11.264931922182145;"{""coordinates"": [11.264931922182145, 44.52274781931025], ""type"": ""Point""}"
8938;44.52650687446705, 11.331629811956407;"{""coordinates"": [11.331629811956407, 44.52650687446705], ""type"": ""Point""}"
10707;44.5356282108649, 11.333483666536026;"{""coordinates"": [11.333483666536026, 44.5356282108649], ""type"": ""Point""}"
10693;44.525477479262, 11.345381107914708;"{""coordinates"": [11.345381107914708, 44.525477479262], ""type"": ""Point""}"
13276;44.50011043550406, 11.300506025650325;"{""coordinates"": [11.300506025650325, 44.50011043550406], ""type"": ""Point""}"
16084;44.53021973894281, 11.363188177915049;"{""coordinates"": [11.363188177915049, 44.53021973894281], ""type"": ""Point""}"
13285;44.52615729885699, 11.363094242380452;"{""coordinates"": [11.363094242380452, 44.52615729885699], ""type"": ""Point""}"
15239;44.53409086170318, 11.362659879240367;"{""coordinates"": [11.362659879240367, 44.53409086170318], ""type"": ""Point""}"
13308;44.52475374513607, 11.360313927810015;"{""coordinates"": [11.360313927810015, 44.52475374513607], ""type"": ""Point""}"
13310;44.52732231863812, 11.358957524930656;"{""coordinates"": [11.358957524930656, 44.52732231863812], ""type"": ""Point""}"
13311;44.52545546847579, 11.356300492450263;"{""coordinates"": [11.356300492450263, 44.52545546847579], ""type"": ""Point""}"
13313;44.524493161086845, 11.36001506138222;"{""coordinates"": [11.36001506138222, 44.524493161086845], ""type"": ""Point""}"
13321;44.53052002259418, 11.341616247467678;"{""coordinates"": [11.341616247467678, 44.53052002259418], ""type"": ""Point""}"
13330;44.526825740099994, 11.355557462197519;"{""coordinates"": [11.355557462197519, 44.526825740099994], ""type"": ""Point""}"
13319;44.52277488025469, 11.363859994137327;"{""coordinates"": [11.363859994137327, 44.52277488025469], ""type"": ""Point""}"
13331;44.525184208840066, 11.358792284593418;"{""coordinates"": [11.358792284593418, 44.525184208840066], ""type"": ""Point""}"
13455;44.52329350137469, 11.294505977230317;"{""coordinates"": [11.294505977230317, 44.52329350137469], ""type"": ""Point""}"
13456;44.52677274173346, 11.263900888419949;"{""coordinates"": [11.263900888419949, 44.52677274173346], ""type"": ""Point""}"
14434;44.51198687119815, 11.283751073848528;"{""coordinates"": [11.283751073848528, 44.51198687119815], ""type"": ""Point""}"
14435;44.51186501384961, 11.283742903028731;"{""coordinates"": [11.283742903028731, 44.51186501384961], ""type"": ""Point""}"
14436;44.512039210586266, 11.283383918351623;"{""coordinates"": [11.283383918351623, 44.512039210586266], ""type"": ""Point""}"
14439;44.510472051858805, 11.282407967814471;"{""coordinates"": [11.282407967814471, 44.510472051858805], ""type"": ""Point""}"
14443;44.50525161099312, 11.308759140175113;"{""coordinates"": [11.308759140175113, 44.50525161099312], ""type"": ""Point""}"
5854;44.47608864695608, 11.371431243526684;"{""coordinates"": [11.371431243526684, 44.47608864695608], ""type"": ""Point""}"
14057;44.48405473150189, 11.37709021674199;"{""coordinates"": [11.37709021674199, 44.48405473150189], ""type"": ""Point""}"
14066;44.47802027721136, 11.377459143832786;"{""coordinates"": [11.377459143832786, 44.47802027721136], ""type"": ""Point""}"
14067;44.477735949223664, 11.37833554092695;"{""coordinates"": [11.37833554092695, 44.477735949223664], ""type"": ""Point""}"
14071;44.478646858952075, 11.389615030853522;"{""coordinates"": [11.389615030853522, 44.478646858952075], ""type"": ""Point""}"
6938;44.487266332738855, 11.396936470280155;"{""coordinates"": [11.396936470280155, 44.487266332738855], ""type"": ""Point""}"
14074;44.486497165509036, 11.398829651003846;"{""coordinates"": [11.398829651003846, 44.486497165509036], ""type"": ""Point""}"
10273;44.50206774686334, 11.340348189865997;"{""coordinates"": [11.340348189865997, 44.50206774686334], ""type"": ""Point""}"
10257;44.49996104145852, 11.344040578764579;"{""coordinates"": [11.344040578764579, 44.49996104145852], ""type"": ""Point""}"
10260;44.50038504777346, 11.346027388032445;"{""coordinates"": [11.346027388032445, 44.50038504777346], ""type"": ""Point""}"
15236;44.49838812786151, 11.346981027771486;"{""coordinates"": [11.346981027771486, 44.49838812786151], ""type"": ""Point""}"
15232;44.49897090368724, 11.346557427290193;"{""coordinates"": [11.346557427290193, 44.49897090368724], ""type"": ""Point""}"
15227;44.49858593535621, 11.346365163073717;"{""coordinates"": [11.346365163073717, 44.49858593535621], ""type"": ""Point""}"
15172;44.50118151245763, 11.348229403816932;"{""coordinates"": [11.348229403816932, 44.50118151245763], ""type"": ""Point""}"
15174;44.500362193506405, 11.347804592442623;"{""coordinates"": [11.347804592442623, 44.500362193506405], ""type"": ""Point""}"
16721;44.50525541363298, 11.342719951656596;"{""coordinates"": [11.342719951656596, 44.50525541363298], ""type"": ""Point""}"
16612;44.51730198522474, 11.328635102020646;"{""coordinates"": [11.328635102020646, 44.51730198522474], ""type"": ""Point""}"
8750;44.517077994033755, 11.331384150133076;"{""coordinates"": [11.331384150133076, 44.517077994033755], ""type"": ""Point""}"
10513;44.50693898712597, 11.375485509796524;"{""coordinates"": [11.375485509796524, 44.50693898712597], ""type"": ""Point""}"
10779;44.522938450309496, 11.359386557936622;"{""coordinates"": [11.359386557936622, 44.522938450309496], ""type"": ""Point""}"
10778;44.52537600163821, 11.361864228359629;"{""coordinates"": [11.361864228359629, 44.52537600163821], ""type"": ""Point""}"
10840;44.49921820388106, 11.401648694465125;"{""coordinates"": [11.401648694465125, 44.49921820388106], ""type"": ""Point""}"
16572;44.51053573160084, 11.408963441389508;"{""coordinates"": [11.408963441389508, 44.51053573160084], ""type"": ""Point""}"
15525;44.519736087434886, 11.40177145063704;"{""coordinates"": [11.40177145063704, 44.519736087434886], ""type"": ""Point""}"
15561;44.48796917744295, 11.322359562556752;"{""coordinates"": [11.322359562556752, 44.48796917744295], ""type"": ""Point""}"
16851;44.49771682203439, 11.313202985285116;"{""coordinates"": [11.313202985285116, 44.49771682203439], ""type"": ""Point""}"
14307;44.53165659031936, 11.341535177291115;"{""coordinates"": [11.341535177291115, 44.53165659031936], ""type"": ""Point""}"
14308;44.532045166373436, 11.342386469950506;"{""coordinates"": [11.342386469950506, 44.532045166373436], ""type"": ""Point""}"
14312;44.54296682416856, 11.352711393206388;"{""coordinates"": [11.352711393206388, 44.54296682416856], ""type"": ""Point""}"
14313;44.54261298758803, 11.353133370395486;"{""coordinates"": [11.353133370395486, 44.54261298758803], ""type"": ""Point""}"
14318;44.52106492719421, 11.343809279784471;"{""coordinates"": [11.343809279784471, 44.52106492719421], ""type"": ""Point""}"
14322;44.54136333655233, 11.356141374178705;"{""coordinates"": [11.356141374178705, 44.54136333655233], ""type"": ""Point""}"
14330;44.51522498430025, 11.325505507045815;"{""coordinates"": [11.325505507045815, 44.51522498430025], ""type"": ""Point""}"
14331;44.5144118390005, 11.324772604125714;"{""coordinates"": [11.324772604125714, 44.5144118390005], ""type"": ""Point""}"
14336;44.53549981909565, 11.3650518394132;"{""coordinates"": [11.3650518394132, 44.53549981909565], ""type"": ""Point""}"
14341;44.541939345677235, 11.38740225857557;"{""coordinates"": [11.38740225857557, 44.541939345677235], ""type"": ""Point""}"
14344;44.515360814529394, 11.35345810099018;"{""coordinates"": [11.35345810099018, 44.515360814529394], ""type"": ""Point""}"
14346;44.510304967910336, 11.347716444027084;"{""coordinates"": [11.347716444027084, 44.510304967910336], ""type"": ""Point""}"
14348;44.53271755182749, 11.371524122983281;"{""coordinates"": [11.371524122983281, 44.53271755182749], ""type"": ""Point""}"
